Lever_position,Ship_speed_knots,Turbine_shaft_torque_kNm,Turbine_rpm,Generator_rpm,Starboard_propeller_torque_kN,Port_propeller_torque_kN,Turbine_exit_temperature_C,Compressor_inlet_temperature_C,Compressor_outlet_temperature_C,Turbine_exit_pressure_bar,Compressor_inlet_pressure_bar,Compressor_outlet_pressure_bar,Turbine_exhaust_gas_pressure_bar,Turbine_injecton_control_%,Fuel_mass_flow_kg/s,GT_kMc,GT_kMt
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,751.0,288.0,660.0,2.51,1.0,13.1,1.03,32.9,0.65,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,800.0,288.0,682.0,2.98,1.0,15.4,1.04,42.4,0.84,1.0,1.0
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,897.0,288.0,723.0,3.59,1.0,18.3,1.04,58.4,1.16,1.0,1.0
1.14,3.0,3870.0,1410.0,6680.0,10.8,10.8,533.0,288.0,557.0,1.24,1.0,6.6,1.02,0.0,0.17,1.0,1.0
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,566.0,288.0,574.0,1.39,1.0,7.42,1.02,11.5,0.23,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,750.0,288.0,660.0,2.51,1.0,13.1,1.03,32.8,0.65,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,799.0,288.0,681.0,2.98,1.0,15.4,1.04,42.3,0.84,1.0,1.0
2.09,6.0,4770.0,1340.0,6770.0,22.3,22.3,545.0,288.0,560.0,1.26,1.0,6.73,1.02,22.2,0.2,1.0,1.0
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,565.0,288.0,574.0,1.39,1.0,7.42,1.02,11.5,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,619.0,288.0,600.0,1.66,1.0,8.83,1.02,16.2,0.32,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,798.0,288.0,681.0,2.98,1.0,15.4,1.04,42.2,0.84,1.0,1.0
1.14,3.0,3310.0,1360.0,6590.0,8.21,8.21,543.0,288.0,557.0,1.21,1.0,6.61,1.02,9.2,0.18,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,584.0,288.0,577.0,1.39,1.0,7.6,1.02,12.3,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,640.0,288.0,603.0,1.67,1.0,9.05,1.02,17.2,0.34,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,706.0,288.0,634.0,2.09,1.0,11.3,1.03,25.2,0.5,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,775.0,288.0,665.0,2.52,1.0,13.4,1.03,34.5,0.68,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,920.0,288.0,727.0,3.61,1.0,18.8,1.04,60.6,1.2,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,772.0,4.56,1.0,23.1,1.05,88.8,1.76,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,583.0,288.0,577.0,1.39,1.0,7.59,1.02,12.2,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,639.0,288.0,603.0,1.67,1.0,9.04,1.02,17.2,0.34,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,774.0,288.0,665.0,2.52,1.0,13.4,1.03,34.4,0.68,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,822.0,288.0,685.0,3.0,1.0,15.8,1.04,44.1,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,919.0,288.0,727.0,3.61,1.0,18.8,1.04,60.5,1.2,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,772.0,4.56,1.0,23.1,1.05,88.7,1.76,1.0,0.98
1.14,3.0,3300.0,1380.0,6600.0,9.01,9.01,539.0,288.0,557.0,1.22,1.0,6.61,1.02,7.75,0.18,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,583.0,288.0,577.0,1.39,1.0,7.58,1.02,12.2,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,638.0,288.0,603.0,1.67,1.0,9.03,1.02,17.2,0.34,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,821.0,288.0,685.0,3.0,1.0,15.8,1.04,44.0,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,918.0,288.0,726.0,3.61,1.0,18.8,1.04,60.4,1.2,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,772.0,4.56,1.0,23.1,1.05,88.6,1.75,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,637.0,288.0,603.0,1.67,1.0,9.03,1.02,17.1,0.34,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,703.0,288.0,633.0,2.09,1.0,11.2,1.03,25.1,0.5,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,772.0,288.0,664.0,2.52,1.0,13.4,1.03,34.3,0.68,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,820.0,288.0,685.0,2.99,1.0,15.8,1.04,43.9,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,917.0,288.0,726.0,3.61,1.0,18.7,1.04,60.3,1.19,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,772.0,4.55,1.0,23.0,1.05,88.5,1.75,1.0,0.98
1.14,3.0,2870.0,1360.0,6600.0,8.24,8.24,528.0,288.0,555.0,1.2,1.0,6.5,1.02,11.0,0.17,1.0,0.98
2.09,6.0,2840.0,1370.0,6730.0,26.4,26.4,495.0,288.0,554.0,1.2,1.0,6.5,1.02,7.74,0.13,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,581.0,288.0,577.0,1.39,1.0,7.57,1.02,12.1,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,636.0,288.0,603.0,1.67,1.0,9.02,1.02,17.1,0.34,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,916.0,288.0,726.0,3.61,1.0,18.7,1.04,60.2,1.19,1.0,0.98
1.14,3.0,3730.0,1380.0,6610.0,9.11,9.11,549.0,288.0,558.0,1.23,1.0,6.67,1.02,6.87,0.19,1.0,0.98
2.09,6.0,2830.0,1360.0,6720.0,24.9,24.9,497.0,288.0,554.0,1.2,1.0,6.49,1.02,12.2,0.13,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,580.0,288.0,577.0,1.39,1.0,7.56,1.02,12.1,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,635.0,288.0,603.0,1.67,1.0,9.01,1.02,17.0,0.34,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,818.0,288.0,684.0,2.99,1.0,15.8,1.04,43.8,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,915.0,288.0,726.0,3.61,1.0,18.7,1.04,60.1,1.19,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,771.0,4.55,1.0,23.0,1.05,88.3,1.75,1.0,0.98
1.14,3.0,4220.0,1370.0,6610.0,8.46,8.46,566.0,288.0,560.0,1.24,1.0,6.75,1.02,10.6,0.21,1.0,0.98
2.09,6.0,3290.0,1350.0,6720.0,23.0,23.0,516.0,288.0,556.0,1.21,1.0,6.57,1.02,18.6,0.16,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,579.0,288.0,576.0,1.39,1.0,7.55,1.02,12.1,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,634.0,288.0,603.0,1.67,1.0,9.0,1.02,17.0,0.34,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,769.0,288.0,663.0,2.52,1.0,13.4,1.03,34.1,0.68,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,771.0,4.55,1.0,23.0,1.05,88.2,1.75,1.0,0.98
1.14,3.0,3030.0,1380.0,6620.0,9.22,9.22,526.0,288.0,555.0,1.21,1.0,6.52,1.02,6.04,0.16,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,579.0,288.0,576.0,1.39,1.0,7.55,1.02,12.0,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,633.0,288.0,602.0,1.67,1.0,8.99,1.02,16.9,0.34,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,768.0,288.0,663.0,2.52,1.0,13.3,1.03,34.0,0.67,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,816.0,288.0,684.0,2.99,1.0,15.7,1.04,43.6,0.86,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,913.0,288.0,726.0,3.61,1.0,18.7,1.04,59.9,1.19,1.0,0.98
1.14,3.0,2600.0,1370.0,6620.0,8.79,8.79,513.0,288.0,553.0,1.19,1.0,6.43,1.02,6.11,0.15,1.0,0.98
3.14,9.0,8370.0,1390.0,7030.0,60.3,60.3,578.0,288.0,576.0,1.39,1.0,7.54,1.02,12.0,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,699.0,288.0,632.0,2.09,1.0,11.2,1.03,24.8,0.49,1.0,0.98
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,767.0,288.0,663.0,2.52,1.0,13.3,1.03,33.9,0.67,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,815.0,288.0,684.0,2.99,1.0,15.7,1.04,43.5,0.86,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,912.0,288.0,725.0,3.61,1.0,18.6,1.04,59.8,1.18,1.0,0.98
2.09,6.0,6040.0,1350.0,6730.0,23.4,23.4,589.0,288.0,566.0,1.3,1.0,7.05,1.02,21.7,0.25,1.0,0.98
3.14,9.0,8370.0,1390.0,7030.0,60.3,60.3,577.0,288.0,576.0,1.39,1.0,7.53,1.02,12.0,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,632.0,288.0,602.0,1.67,1.0,8.97,1.02,16.9,0.33,1.0,0.98
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,698.0,288.0,632.0,2.09,1.0,11.2,1.03,24.7,0.49,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,814.0,288.0,684.0,2.99,1.0,15.7,1.04,43.5,0.86,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1050.0,288.0,771.0,4.55,1.0,22.9,1.05,87.9,1.74,1.0,0.98
1.14,3.0,2490.0,1370.0,6620.0,8.89,8.89,508.0,288.0,552.0,1.19,1.0,6.39,1.02,5.43,0.14,1.0,0.99
2.09,6.0,6340.0,1350.0,6730.0,24.0,24.0,595.0,288.0,567.0,1.31,1.0,7.1,1.02,20.3,0.26,1.0,0.99
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,631.0,288.0,602.0,1.67,1.0,8.96,1.02,16.8,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,697.0,288.0,632.0,2.09,1.0,11.2,1.03,24.7,0.49,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,764.0,288.0,663.0,2.52,1.0,13.3,1.03,33.8,0.67,1.0,0.99
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,813.0,288.0,683.0,2.99,1.0,15.7,1.04,43.4,0.86,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,910.0,288.0,725.0,3.6,1.0,18.6,1.04,59.6,1.18,1.0,0.99
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1050.0,288.0,771.0,4.55,1.0,22.9,1.05,87.8,1.74,1.0,0.99
1.14,3.0,3700.0,1350.0,6610.0,7.46,7.46,553.0,288.0,557.0,1.22,1.0,6.61,1.02,17.7,0.2,1.0,0.99
2.09,6.0,6570.0,1360.0,6740.0,24.7,24.7,599.0,288.0,568.0,1.32,1.0,7.14,1.02,18.6,0.27,1.0,0.99
3.14,9.0,8370.0,1390.0,7030.0,60.3,60.3,576.0,288.0,576.0,1.39,1.0,7.52,1.02,11.9,0.24,1.0,0.99
4.16,12.0,14700.0,1550.0,7710.0,114.0,114.0,630.0,288.0,602.0,1.67,1.0,8.95,1.02,16.8,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,696.0,288.0,632.0,2.09,1.0,11.1,1.03,24.6,0.49,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,763.0,288.0,662.0,2.52,1.0,13.3,1.03,33.7,0.67,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,909.0,288.0,725.0,3.6,1.0,18.6,1.04,59.5,1.18,1.0,0.99
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.8,1.05,87.7,1.74,1.0,0.99
2.09,6.0,6540.0,1360.0,6740.0,24.6,24.6,598.0,288.0,568.0,1.32,1.0,7.13,1.02,18.9,0.26,1.0,0.99
3.14,9.0,8370.0,1390.0,7040.0,60.3,60.3,575.0,288.0,576.0,1.39,1.0,7.51,1.02,11.9,0.24,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,695.0,288.0,632.0,2.09,1.0,11.1,1.03,24.6,0.49,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,908.0,288.0,725.0,3.6,1.0,18.5,1.04,59.4,1.18,1.0,0.99
2.09,6.0,6530.0,1360.0,6740.0,24.6,24.6,597.0,288.0,568.0,1.32,1.0,7.11,1.02,18.8,0.26,1.0,0.99
3.14,9.0,8370.0,1390.0,7040.0,60.3,60.3,574.0,288.0,575.0,1.39,1.0,7.5,1.02,11.8,0.24,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,694.0,288.0,632.0,2.09,1.0,11.1,1.03,24.5,0.49,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,761.0,288.0,662.0,2.52,1.0,13.3,1.03,33.6,0.67,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,810.0,288.0,683.0,2.99,1.0,15.6,1.04,43.1,0.85,1.0,0.99
1.14,3.0,4950.0,1360.0,6620.0,7.84,7.84,583.0,288.0,562.0,1.26,1.0,6.82,1.02,15.3,0.24,1.0,0.99
2.09,6.0,6410.0,1350.0,6740.0,24.2,24.2,593.0,288.0,567.0,1.31,1.0,7.09,1.02,19.5,0.26,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,906.0,288.0,724.0,3.6,1.0,18.5,1.04,59.2,1.17,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.7,1.05,87.4,1.73,1.0,0.99
1.14,3.0,4280.0,1350.0,6620.0,7.21,7.21,567.0,288.0,559.0,1.24,1.0,6.69,1.02,19.9,0.22,1.0,0.99
3.14,9.0,8370.0,1390.0,7040.0,60.3,60.3,572.0,288.0,575.0,1.39,1.0,7.49,1.02,11.8,0.23,1.0,0.99
4.16,12.0,14700.0,1550.0,7710.0,114.0,114.0,627.0,288.0,601.0,1.66,1.0,8.92,1.02,16.6,0.33,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,808.0,288.0,683.0,2.99,1.0,15.6,1.04,43.0,0.85,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.7,1.05,87.2,1.73,1.0,0.99
1.14,3.0,3310.0,1340.0,6610.0,6.88,6.88,541.0,288.0,555.0,1.21,1.0,6.5,1.02,21.3,0.19,1.0,0.99
2.09,6.0,5970.0,1350.0,6750.0,23.4,23.4,582.0,288.0,565.0,1.3,1.0,6.99,1.02,21.4,0.25,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,691.0,288.0,631.0,2.09,1.0,11.1,1.03,24.3,0.48,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,758.0,288.0,661.0,2.51,1.0,13.2,1.03,33.4,0.66,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,903.0,288.0,724.0,3.6,1.0,18.5,1.04,59.0,1.17,1.0,0.99
1.14,3.0,2330.0,1340.0,6610.0,6.91,6.91,510.0,288.0,550.0,1.17,1.0,6.3,1.02,19.3,0.16,1.0,0.99
2.09,6.0,5710.0,1350.0,6750.0,23.0,23.0,575.0,288.0,564.0,1.29,1.0,6.94,1.02,22.0,0.24,1.0,0.99
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,571.0,288.0,575.0,1.39,1.0,7.47,1.02,11.7,0.23,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,625.0,288.0,601.0,1.66,1.0,8.9,1.02,16.5,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,690.0,288.0,631.0,2.09,1.0,11.1,1.03,24.3,0.48,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,902.0,288.0,724.0,3.6,1.0,18.4,1.04,58.9,1.17,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,769.0,4.54,1.0,22.7,1.05,87.0,1.72,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,624.0,288.0,601.0,1.66,1.0,8.89,1.02,16.5,0.33,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,901.0,288.0,724.0,3.6,1.0,18.4,1.04,58.8,1.16,1.0,0.99
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,569.0,288.0,575.0,1.39,1.0,7.46,1.02,11.6,0.23,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,623.0,288.0,600.0,1.66,1.0,8.88,1.02,16.4,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,688.0,288.0,630.0,2.09,1.0,11.1,1.03,24.2,0.48,1.0,0.99
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,755.0,288.0,661.0,2.51,1.0,13.2,1.03,33.1,0.66,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,804.0,288.0,682.0,2.98,1.0,15.5,1.04,42.6,0.84,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,769.0,4.54,1.0,22.6,1.05,86.8,1.72,1.0,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,687.0,288.0,630.0,2.09,1.0,11.0,1.03,24.1,0.48,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,754.0,288.0,660.0,2.51,1.0,13.2,1.03,33.1,0.66,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,803.0,288.0,682.0,2.98,1.0,15.5,1.04,42.6,0.84,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.6,1.05,86.7,1.72,1.0,1.0
1.14,3.0,1770.0,1380.0,6650.0,9.27,9.27,476.0,288.0,547.0,1.16,1.0,6.18,1.02,1.9,0.11,1.0,1.0
2.09,6.0,5270.0,1350.0,6760.0,22.6,22.6,560.0,288.0,562.0,1.28,1.0,6.84,1.02,22.2,0.22,1.0,1.0
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,568.0,288.0,574.0,1.39,1.0,7.44,1.02,11.6,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,621.0,288.0,600.0,1.66,1.0,8.86,1.02,16.4,0.32,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,686.0,288.0,630.0,2.09,1.0,11.0,1.03,24.1,0.48,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,753.0,288.0,660.0,2.51,1.0,13.2,1.03,33.0,0.65,1.0,1.0
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,898.0,288.0,723.0,3.6,1.0,18.4,1.04,58.5,1.16,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.6,1.05,86.6,1.72,1.0,1.0
1.14,3.0,2170.0,1390.0,6660.0,9.95,9.95,486.0,288.0,549.0,1.18,1.0,6.26,1.02,1.03,0.12,1.0,1.0
2.09,6.0,5200.0,1350.0,6760.0,22.5,22.5,558.0,288.0,561.0,1.27,1.0,6.82,1.02,22.2,0.22,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,685.0,288.0,630.0,2.09,1.0,11.0,1.03,24.0,0.48,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.5,1.05,86.5,1.71,1.0,1.0
2.09,6.0,5030.0,1340.0,6760.0,22.4,22.4,553.0,288.0,561.0,1.27,1.0,6.79,1.02,22.5,0.21,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,800.0,288.0,681.0,2.98,1.0,15.4,1.04,42.3,0.84,1.0,1.0
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,896.0,288.0,723.0,3.59,1.0,18.3,1.04,58.3,1.16,1.0,1.0
1.14,3.0,3490.0,1410.0,6680.0,10.8,10.8,522.0,288.0,555.0,1.23,1.0,6.53,1.02,0.0,0.16,1.0,1.0
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,565.0,288.0,574.0,1.39,1.0,7.42,1.02,11.5,0.23,1.0,1.0
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,895.0,288.0,723.0,3.59,1.0,18.3,1.04,58.2,1.15,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1040.0,288.0,768.0,4.53,1.0,22.5,1.05,86.3,1.71,1.0,1.0
1.14,3.0,4740.0,1400.0,6680.0,10.6,10.6,557.0,288.0,560.0,1.27,1.0,6.76,1.02,0.22,0.2,1.0,1.0
2.09,6.0,4520.0,1340.0,6760.0,22.3,22.3,538.0,288.0,558.0,1.25,1.0,6.68,1.02,22.2,0.2,1.0,1.0
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,565.0,288.0,574.0,1.39,1.0,7.42,1.02,11.5,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,618.0,288.0,600.0,1.66,1.0,8.83,1.02,16.2,0.32,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,683.0,288.0,629.0,2.09,1.0,11.0,1.03,23.8,0.47,1.0,1.0
2.09,6.0,3740.0,1390.0,6730.0,30.1,30.1,518.0,288.0,559.0,1.24,1.0,6.72,1.02,0.0,0.15,1.0,0.98
3.14,9.0,8370.0,1390.0,7000.0,60.3,60.3,584.0,288.0,577.0,1.39,1.0,7.6,1.02,12.3,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7680.0,114.0,114.0,639.0,288.0,603.0,1.67,1.0,9.05,1.02,17.2,0.34,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,920.0,288.0,727.0,3.61,1.0,18.8,1.04,60.5,1.2,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,772.0,4.56,1.0,23.1,1.05,88.8,1.76,1.0,0.98
1.14,3.0,3310.0,1360.0,6590.0,8.19,8.19,541.0,288.0,557.0,1.21,1.0,6.6,1.02,9.16,0.18,1.0,0.98
2.09,6.0,3630.0,1390.0,6730.0,29.8,29.8,515.0,288.0,558.0,1.23,1.0,6.69,1.02,0.0,0.14,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,583.0,288.0,577.0,1.39,1.0,7.59,1.02,12.2,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,638.0,288.0,603.0,1.67,1.0,9.05,1.02,17.2,0.34,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,705.0,288.0,633.0,2.09,1.0,11.3,1.03,25.2,0.5,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,774.0,288.0,664.0,2.52,1.0,13.4,1.03,34.4,0.68,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,821.0,288.0,685.0,3.0,1.0,15.8,1.04,44.1,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,919.0,288.0,726.0,3.61,1.0,18.8,1.04,60.4,1.2,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,772.0,4.56,1.0,23.1,1.05,88.7,1.76,1.0,0.98
1.14,3.0,3490.0,1370.0,6600.0,8.53,8.53,547.0,288.0,557.0,1.22,1.0,6.64,1.02,10.4,0.19,1.0,0.98
2.09,6.0,3790.0,1390.0,6730.0,30.2,30.2,518.0,288.0,559.0,1.24,1.0,6.72,1.02,0.0,0.15,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,582.0,288.0,577.0,1.39,1.0,7.58,1.02,12.2,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,704.0,288.0,633.0,2.09,1.0,11.2,1.03,25.1,0.5,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,820.0,288.0,685.0,3.0,1.0,15.8,1.04,44.0,0.87,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,636.0,288.0,603.0,1.67,1.0,9.03,1.02,17.1,0.34,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,772.0,288.0,664.0,2.52,1.0,13.4,1.03,34.3,0.68,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,819.0,288.0,684.0,3.0,1.0,15.8,1.04,43.9,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,917.0,288.0,726.0,3.61,1.0,18.7,1.04,60.2,1.19,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,771.0,4.56,1.0,23.1,1.05,88.4,1.75,1.0,0.98
2.09,6.0,3380.0,1380.0,6730.0,29.0,29.0,506.0,288.0,557.0,1.22,1.0,6.62,1.02,0.45,0.13,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,581.0,288.0,576.0,1.39,1.0,7.57,1.02,12.1,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,702.0,288.0,633.0,2.09,1.0,11.2,1.03,25.0,0.5,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,770.0,288.0,664.0,2.52,1.0,13.4,1.03,34.2,0.68,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,818.0,288.0,684.0,2.99,1.0,15.8,1.04,43.8,0.87,1.0,0.98
